n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
1551,43402,24,2,1,1,1,5,2,0,0,0,2,1,0,3,3,123,21,6,2,1,12,2,2,1,1
1552,43807,18,2,1,1,1,4,2,0,0,0,2,1,0,3,3,45,9,3,1,1,10,2,1,1,0
1553,43807,13,2,1,1,1,4,2,0,0,0,2,1,1,3,3,15,4,2,1,1,8,2,1,1,0
1554,43808,13,2,1,1,1,4,2,0,0,0,2,1,1,3,3,15,4,2,1,1,8,2,1,1,0
1555,43809,20,5,0,1,1,4,3,0,0,0,2,2,1,3,3,4,2,1,1,0,14,4,1,1,0
1556,44216,32,8,0,1,1,4,3,0,0,0,3,2,1,3,3,4,2,1,1,0,21,5,1,1,0
1557,44217,45,10,1,1,1,4,3,0,0,0,3,2,1,3,3,3,1,1,1,0,29,7,1,1,0
1558,44217,54,12,1,1,1,4,3,0,0,0,3,2,1,3,3,3,1,1,1,0,34,8,1,1,0
1559,44698,56,13,1,1,1,4,3,0,0,0,3,1,1,3,3,3,1,1,0,0,35,8,1,1,0
1560,44699,50,12,1,1,1,4,3,0,0,0,4,1,1,3,3,4,1,1,0,0,31,7,1,1,0
1561,44699,38,10,1,1,1,4,3,0,0,0,4,1,1,3,3,5,2,1,0,0,24,6,2,1,0
1562,44700,25,8,1,1,1,4,2,0,0,0,3,1,1,2,3,6,2,1,0,0,15,5,2,1,0
1563,45081,16,7,1,1,1,5,2,0,0,0,3,1,1,2,3,6,2,1,0,0,9,4,2,1,0
1564,45081,16,7,1,1,1,5,2,0,0,0,3,1,1,2,3,6,2,1,0,0,9,4,2,1,0
1565,45082,14,6,1,1,1,7,3,1,1,0,3,0,1,2,3,8,2,1,0,0,6,3,1,0,0
1566,45613,19,6,1,1,1,9,3,1,1,0,4,0,1,3,3,9,2,1,0,0,8,3,1,0,0
1567,45614,25,6,1,1,1,10,4,1,1,0,4,0,1,3,3,11,2,1,0,0,12,3,1,0,0
1568,45614,25,6,1,1,1,10,4,1,1,0,4,0,1,3,3,11,2,1,0,0,12,3,1,0,0
1569,45615,29,5,2,1,1,11,4,1,1,0,4,0,1,3,3,16,2,1,1,0,16,3,1,0,0
1570,46035,30,5,2,1,0,11,3,1,1,0,4,0,1,3,3,22,3,2,1,0,18,3,1,0,0
1571,46036,27,4,2,1,0,10,3,1,1,0,4,0,1,3,3,36,5,2,1,0,17,3,1,0,0
1572,46037,22,3,2,1,0,9,2,1,1,0,3,0,1,3,3,52,8,2,1,0,15,3,1,0,0
1573,46037,16,3,2,1,0,7,2,1,1,0,3,0,1,3,3,74,11,2,1,0,12,3,1,0,0
1574,46567,12,2,1,1,0,6,1,1,1,0,3,0,1,3,3,90,14,3,2,0,10,3,1,0,0
1575,46567,9,2,1,0,0,5,1,1,1,0,3,1,1,3,3,109,21,5,2,1,10,3,1,0,0
1576,46568,11,1,1,0,0,4,1,1,1,0,4,1,2,3,3,276,71,21,6,1,13,3,1,0,0
1577,46569,13,1,1,0,0,4,1,1,0,0,5,1,3,3,3,458,118,35,9,2,14,3,0,1,0
1578,46950,14,1,1,0,0,4,0,1,0,0,5,1,3,3,4,678,167,50,12,2,15,4,0,1,0
1579,46950,15,2,1,0,1,5,0,1,0,0,5,1,3,3,4,864,204,61,14,3,14,4,0,1,1
1580,46951,17,2,1,1,1,5,0,1,0,0,4,1,3,3,4,962,213,65,15,3,13,3,1,1,1
1581,47478,21,3,1,1,1,6,1,1,0,0,4,1,3,3,3,922,192,59,14,3,12,3,1,1,1
1582,47479,29,4,1,1,1,7,1,2,0,0,4,2,3,3,3,762,148,47,12,2,14,2,1,1,1
1583,47479,40,5,2,1,1,10,3,2,0,0,4,2,3,4,3,528,94,31,8,2,18,2,2,1,1
1584,47479,52,6,2,1,1,18,5,3,0,0,4,2,3,4,3,305,49,18,5,2,24,2,2,1,1
1585,47918,62,6,2,1,1,33,10,5,1,0,4,2,3,5,3,203,34,14,3,1,31,2,2,2,1
1586,47919,62,6,2,1,1,33,10,5,1,0,4,2,3,5,3,203,34,14,3,1,31,2,2,2,1
1587,47919,67,6,3,1,1,76,22,14,1,1,4,2,3,4,3,552,99,32,3,1,41,3,2,1,1
1588,47920,61,5,3,1,1,93,26,17,2,1,4,1,2,4,3,893,151,47,4,1,42,3,2,1,1
1589,48465,50,5,3,1,1,100,28,19,2,1,4,1,2,3,2,1175,191,58,5,1,38,4,2,1,1
1590,48466,38,5,3,1,1,95,26,19,2,1,5,1,2,3,2,1321,207,63,6,1,33,5,3,1,1
1591,48467,38,5,3,1,1,95,26,19,2,1,5,1,2,3,2,1321,207,63,6,1,33,5,3,1,1
1592,48467,30,7,6,2,1,78,21,16,2,1,5,1,2,2,2,1262,193,61,6,2,28,7,6,2,1
1593,48881,36,14,14,6,1,35,9,7,1,1,4,1,2,3,2,704,110,45,7,2,37,16,17,5,1
1594,48882,36,14,14,6,1,35,9,7,1,1,4,1,2,3,2,704,110,45,7,2,37,16,17,5,1
1595,48883,50,19,19,8,2,19,5,4,1,1,4,1,2,3,2,402,68,36,7,3,50,23,23,7,2
1596,49400,66,23,22,10,2,10,2,2,1,1,3,1,3,3,2,204,42,30,8,3,67,28,27,9,2
1597,49401,80,24,22,11,2,6,2,1,1,1,3,1,3,4,2,120,30,26,8,4,81,31,29,10,3
1598,49403,87,23,20,11,2,6,2,1,1,1,3,1,4,4,2,117,28,22,8,3,89,31,26,10,3
1599,49404,76,16,10,7,1,5,2,1,1,0,3,1,4,3,2,195,34,13,6,2,79,21,13,6,2
1600,49904,76,16,10,7,1,5,2,1,1,0,3,1,4,3,2,195,34,13,6,2,79,21,13,6,2
1601,49904,61,11,5,5,1,4,2,1,1,0,2,1,4,3,2,248,40,10,4,2,63,16,7,4,1
1602,49905,45,8,2,3,1,3,2,1,1,0,2,1,3,3,2,306,47,9,4,1,46,11,4,3,1
1603,49905,31,6,1,2,0,3,2,1,1,0,2,1,3,3,2,336,53,9,3,1,30,7,2,1,0
1604,50421,20,4,1,2,0,3,2,1,1,0,2,1,2,2,2,340,53,9,3,1,18,5,1,1,0
1605,50423,12,3,1,1,0,4,2,2,1,0,2,1,2,3,2,292,47,9,3,1,9,4,1,1,0
1606,50424,7,2,1,1,0,4,3,2,0,0,2,1,2,3,2,222,36,7,3,1,5,3,1,1,0
1607,50424,5,2,1,1,0,5,3,2,0,0,2,1,1,3,2,138,24,6,2,1,3,3,1,1,0
