n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
455,57043,gauche,112,11,2,1,1,225,57,29,11,9,3,1,3,2,2,4,2,1,2,5,74,5,1,1,0
456,57050,gauche,112,11,2,1,1,225,57,29,11,9,3,1,3,2,2,4,2,1,2,5,74,5,1,1,0
457,57500,gauche,143,12,1,1,1,183,77,28,12,8,4,1,3,1,1,5,2,1,2,5,87,5,2,1,0
458,57505,gauche,190,13,1,1,1,156,110,31,14,6,5,1,4,1,2,5,2,1,2,5,115,7,2,1,1
459,57505,gauche,190,13,1,1,1,156,110,31,14,6,5,1,4,1,2,5,2,1,2,5,115,7,2,1,1
460,57961,gauche,181,12,1,1,1,157,116,33,15,6,5,1,5,1,2,4,2,1,3,4,111,7,2,1,1
461,57961,gauche,149,10,1,1,1,155,110,35,15,5,5,1,5,1,2,4,2,2,3,4,92,6,2,1,1
462,57965,gauche,102,8,1,1,1,146,96,35,14,5,4,2,6,1,2,3,2,2,3,4,64,5,2,1,1
463,57966,gauche,59,5,1,1,1,136,78,34,14,5,3,2,6,1,2,2,2,2,3,4,38,4,2,1,1
464,58421,gauche,26,4,1,1,1,127,62,33,13,5,2,2,6,1,2,2,2,2,3,4,17,3,2,1,1
465,58422,gauche,4,3,1,1,1,119,47,30,13,5,1,3,5,2,2,1,2,2,2,4,4,4,2,1,1
466,58426,gauche,4,3,1,1,1,119,47,30,13,5,1,3,5,2,2,1,2,2,2,4,4,4,2,1,1
467,58427,gauche,3,4,2,1,1,105,52,27,14,4,1,4,6,2,2,1,2,2,2,3,4,4,1,1,1
468,58885,gauche,3,4,2,1,1,105,52,27,14,4,1,4,6,2,2,1,2,2,2,3,4,4,1,1,1
469,58885,gauche,3,5,2,1,1,92,57,26,14,5,2,4,6,2,2,2,2,2,2,3,4,4,1,1,1
470,58891,gauche,10,8,3,1,1,113,83,33,17,9,3,6,6,1,2,2,3,2,2,3,7,6,1,1,1
471,59352,gauche,39,18,7,4,1,123,59,14,13,6,3,4,4,1,1,1,1,2,2,1,54,30,11,7,2
472,59355,gauche,39,18,7,4,1,123,59,14,13,6,3,4,4,1,1,1,1,2,2,1,54,30,11,7,2
473,59355,gauche,49,25,10,6,2,98,45,10,11,4,3,4,4,1,0,1,1,2,2,1,85,44,18,11,4
474,59361,gauche,56,31,13,8,3,76,33,7,9,3,3,4,4,1,0,1,1,2,2,1,116,57,24,15,5
475,59822,gauche,60,35,15,9,3,62,26,6,7,3,3,3,4,1,0,1,1,2,2,1,139,65,28,18,6
476,59824,gauche,61,34,15,9,3,60,24,6,6,3,3,3,4,1,0,1,1,2,2,0,149,65,28,19,7
477,59824,gauche,61,30,13,8,3,71,25,8,6,3,5,3,4,1,0,2,1,1,2,1,146,58,25,17,6
478,59831,gauche,64,24,10,6,2,95,28,11,7,4,7,3,5,1,0,2,1,2,2,1,137,48,19,13,5
479,60318,gauche,78,16,3,2,1,151,28,15,10,5,10,4,5,1,1,3,2,2,3,2,120,31,8,5,2
480,60326,gauche,78,16,3,2,1,151,28,15,10,5,10,4,5,1,1,3,2,2,3,2,120,31,8,5,2
481,60326,gauche,81,15,1,1,1,172,20,19,14,6,9,5,4,1,1,3,3,2,3,3,104,26,3,2,1
482,60328,gauche,81,15,1,1,1,172,20,19,14,6,9,5,4,1,1,3,3,2,3,3,104,26,3,2,1
