n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
448,56179,gauche,370,128,54,26,8,41,19,29,9,10,32,14,7,8,9,10,4,4,3,3,397,142,53,28,8
449,56180,gauche,156,54,26,12,5,41,16,21,12,12,24,10,6,6,7,6,2,3,2,2,169,59,26,13,4
450,56619,gauche,78,28,15,7,3,48,20,19,13,13,18,8,6,5,6,4,1,3,2,3,85,29,15,7,3
451,56620,gauche,78,28,15,7,3,48,20,19,13,13,18,8,6,5,6,4,1,3,2,3,85,29,15,7,3
452,56623,gauche,28,14,7,3,3,103,38,24,15,13,11,6,7,3,6,2,1,4,2,3,31,13,7,3,2
453,57057,gauche,37,17,7,3,4,149,47,29,16,12,10,6,8,3,6,2,2,5,2,4,38,17,8,3,3
454,57065,gauche,48,19,8,4,4,194,53,34,16,11,12,8,9,3,6,2,2,6,2,4,48,20,9,3,3
455,57065,gauche,48,19,8,4,4,194,53,34,16,11,12,8,9,3,6,2,2,6,2,4,48,20,9,3,3
456,57068,gauche,50,16,8,4,4,226,45,33,16,9,16,18,9,3,6,6,6,6,2,4,50,19,8,3,3
457,57504,gauche,41,13,6,3,3,205,35,29,16,9,19,24,10,4,6,8,8,6,2,4,41,15,7,2,2
458,57510,gauche,29,9,5,3,2,169,25,25,17,10,20,28,11,4,6,12,10,5,3,4,28,10,5,2,2
459,57510,gauche,17,5,4,2,2,132,18,25,18,10,23,30,13,5,7,17,12,4,3,4,17,6,4,1,1
460,57513,gauche,17,5,4,2,2,132,18,25,18,10,23,30,13,5,7,17,12,4,3,4,17,6,4,1,1
461,57954,gauche,9,4,5,2,1,91,15,33,21,11,34,25,18,6,11,39,12,3,5,5,9,5,5,2,1
462,57961,gauche,17,8,7,3,2,85,15,38,21,12,45,22,20,6,13,56,11,3,6,6,15,9,7,2,1
463,57961,gauche,29,12,10,4,2,81,15,40,20,13,59,20,20,6,15,75,10,4,6,7,26,15,10,3,1
464,58404,gauche,41,17,13,5,2,72,13,38,18,14,73,21,20,6,17,93,10,5,5,8,37,21,13,4,2
465,58404,gauche,50,20,14,5,2,60,10,34,16,14,85,24,20,6,17,109,11,6,5,9,45,25,15,5,2
466,58418,gauche,53,21,15,5,2,45,8,28,14,13,91,28,18,6,17,121,12,8,4,9,47,25,15,5,2
467,58879,gauche,48,18,13,5,2,32,6,22,13,12,90,32,16,6,15,127,13,8,3,8,42,22,14,4,2
468,58882,gauche,37,14,11,4,2,23,5,17,12,11,83,35,14,6,13,127,14,8,3,8,33,17,11,3,1
469,58882,gauche,25,10,8,4,2,17,6,13,11,10,71,35,11,5,11,120,14,7,3,7,22,11,8,3,1
470,58884,gauche,25,10,8,4,2,17,6,13,11,10,71,35,11,5,11,120,14,7,3,7,22,11,8,3,1
471,59338,gauche,9,4,4,3,2,12,11,9,10,10,49,27,5,4,9,90,10,4,3,5,7,3,4,2,1
472,59341,gauche,6,3,3,2,2,12,15,9,10,10,42,21,3,4,9,69,8,3,3,4,5,2,3,2,1
473,59341,gauche,4,3,3,2,2,16,21,9,10,11,38,16,2,4,10,47,7,3,4,4,4,2,3,2,1
474,59343,gauche,4,3,3,2,2,24,28,11,10,12,34,12,2,5,12,28,6,3,5,4,4,2,3,2,1
475,59813,gauche,3,3,3,2,2,38,37,13,11,13,29,11,3,6,14,16,6,3,5,4,3,3,3,2,2
476,59815,gauche,3,2,3,2,2,104,56,31,12,15,15,22,11,8,18,5,8,6,5,6,3,3,3,2,1
477,59816,gauche,3,2,2,3,2,120,53,36,11,15,11,26,15,9,19,5,8,7,5,6,3,4,3,2,1
478,59818,gauche,3,2,2,3,1,125,45,39,10,15,10,27,19,9,18,4,7,8,4,5,3,4,2,2,1
479,60292,gauche,2,2,2,3,1,116,34,38,9,15,9,26,21,8,16,5,6,9,4,5,4,4,2,2,1
480,60294,gauche,2,2,2,3,1,97,22,33,7,13,10,22,20,7,13,5,5,9,4,4,4,4,2,2,1
481,60294,gauche,2,2,2,3,1,72,13,25,6,11,10,16,16,6,10,6,4,7,3,3,5,4,2,1,1
