n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
451,56474,droite,1753,1506,1631,1208,516,1434,1337,1394,1042,441,4044,3808,3064,2437,850,1488,1150,745,595,154,1898,1660,1783,1317,554
452,56479,droite,1879,1557,1688,1250,533,1517,1369,1434,1077,456,4225,3966,3157,2527,879,1492,1188,774,615,159,2032,1715,1844,1362,573
453,56479,droite,1737,1385,1500,1108,473,1391,1210,1268,955,404,3778,3542,2795,2248,780,1308,1065,694,547,142,1879,1526,1636,1208,509
454,56487,droite,1374,1052,1132,833,358,1093,914,953,719,305,2865,2687,2107,1700,588,990,821,531,414,109,1489,1159,1234,909,385
455,57029,droite,915,668,709,518,225,723,578,596,448,192,1797,1690,1325,1069,369,636,532,339,261,71,996,738,773,566,242
456,57038,droite,495,343,355,253,114,391,297,299,219,97,923,852,689,533,185,334,285,174,132,40,569,393,400,276,123
457,57038,droite,495,343,355,253,114,391,297,299,219,97,923,852,689,533,185,334,285,174,132,40,569,393,400,276,123
458,57041,droite,91,69,50,23,17,184,163,86,34,17,1382,870,502,152,52,105,103,53,25,13,1009,722,398,109,41
459,57532,droite,164,171,98,35,14,900,803,375,126,35,8531,5242,2661,767,233,414,361,219,74,23,6120,4340,2266,641,172
460,57536,droite,201,205,117,42,15,1116,974,462,155,41,10519,6417,3259,955,289,513,437,268,89,26,7556,5316,2786,796,211
461,57536,droite,211,213,122,44,14,1181,1012,487,163,43,11077,6710,3412,1018,307,543,456,282,93,26,7960,5567,2928,846,222
462,57541,droite,148,147,85,30,10,825,687,340,114,30,7688,4581,2338,726,218,381,312,198,65,19,5513,3815,2024,598,156
463,58075,droite,148,147,85,30,10,825,687,340,114,30,7688,4581,2338,726,218,381,312,198,65,19,5513,3815,2024,598,156
464,58078,droite,13,3,13,4,2,14,8,6,3,1,17,7,24,6,5,12,4,18,4,2,18,2,18,6,2
465,58079,droite,14,3,15,5,2,14,7,7,4,2,14,8,24,6,4,13,4,20,5,3,20,2,21,7,2
466,58085,droite,84,66,73,60,37,12,5,7,3,2,60,64,77,57,38,52,42,58,41,26,30,8,26,13,6
467,58085,droite,84,66,73,60,37,12,5,7,3,2,60,64,77,57,38,52,42,58,41,26,30,8,26,13,6
468,58630,droite,84,66,73,60,37,12,5,7,3,2,60,64,77,57,38,52,42,58,41,26,30,8,26,13,6
469,58631,droite,3158,2122,1832,1783,1127,42,25,15,16,12,2200,2069,1890,1751,1104,1563,1383,1274,1186,773,497,215,165,187,121
470,58633,droite,3441,2252,1932,1888,1190,47,29,16,17,12,2366,2195,1990,1856,1165,1682,1470,1346,1255,816,549,229,173,198,127
471,58634,droite,1709,1017,854,850,531,34,21,7,9,6,1125,990,876,841,520,804,667,598,564,364,289,107,75,91,57
472,59151,droite,102,46,35,34,21,23,7,3,2,1,61,43,45,39,24,53,32,26,23,15,35,10,7,5,3
473,59152,droite,20,10,15,3,2,42,10,14,3,2,15,12,13,8,5,24,12,19,3,2,39,13,17,3,2
474,59155,droite,20,10,15,3,2,42,10,14,3,2,15,12,13,8,5,24,12,19,3,2,39,13,17,3,2
475,59156,droite,33,25,24,15,6,329,296,273,190,64,224,206,192,114,41,242,230,204,151,53,441,404,362,277,97
476,59700,droite,53,42,37,29,12,628,594,542,381,127,446,408,383,225,78,482,449,394,301,106,868,796,713,553,194
477,59701,droite,105,90,76,67,33,984,953,869,614,204,713,645,606,354,121,790,722,629,487,180,1380,1257,1125,876,310
478,59705,droite,235,212,183,165,93,1307,1283,1174,834,279,952,847,798,464,157,1121,1010,877,686,273,1842,1662,1482,1155,413
479,59705,droite,235,212,183,165,93,1307,1283,1174,834,279,952,847,798,464,157,1121,1010,877,686,273,1842,1662,1482,1155,413
480,60270,droite,824,766,672,614,373,1528,1522,1406,1028,364,1057,904,861,495,167,1621,1451,1250,1017,483,2081,1850,1624,1271,472
481,60271,droite,1197,1114,977,896,547,1377,1375,1275,957,358,887,741,713,405,137,1693,1524,1310,1092,563,1785,1578,1367,1075,411
482,60273,droite,1592,1472,1288,1191,724,806,804,742,606,268,372,291,294,157,56,1424,1307,1123,987,569,842,737,607,494,210
483,60273,droite,1592,1472,1288,1191,724,806,804,742,606,268,372,291,294,157,56,1424,1307,1123,987,569,842,737,607,494,210
484,60276,droite,1472,1355,1184,1098,665,540,533,485,420,205,174,128,143,70,27,1141,1057,911,818,486,457,399,317,268,125
