n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
455,57180,droite,2,3,3,2,1,2,1,1,0,0,4,2,5,23,10,3,2,2,1,1,2,2,2,1,1
456,57183,droite,2,3,2,2,1,2,1,1,0,0,4,2,4,21,10,4,2,1,1,1,2,1,2,1,1
457,57673,droite,2,3,1,1,1,1,1,1,0,0,4,1,7,17,8,6,2,3,1,1,2,2,1,1,1
458,57676,droite,2,3,1,1,1,1,1,1,0,0,4,1,7,17,8,6,2,3,1,1,2,2,1,1,1
459,57677,droite,3,3,1,1,1,2,1,0,0,0,4,2,11,19,7,5,2,4,1,1,2,4,1,1,1
460,57679,droite,4,4,1,1,1,2,1,0,0,0,4,3,12,20,7,4,2,4,1,1,3,4,1,1,1
461,58165,droite,6,4,1,1,1,2,1,0,0,0,5,4,12,21,7,3,1,4,1,1,6,5,1,1,1
462,58168,droite,14,5,2,1,1,2,1,0,0,0,6,5,11,22,7,2,1,3,1,1,13,6,1,1,1
463,58169,droite,87,12,4,2,1,3,1,0,0,0,7,6,5,27,9,2,2,1,0,1,78,11,3,2,1
464,58171,droite,116,13,5,2,2,3,1,1,0,0,7,6,3,29,9,3,2,0,1,1,103,11,3,2,1
465,58670,droite,132,13,4,2,2,4,0,1,0,0,6,5,3,30,10,3,2,0,1,1,117,11,3,3,1
466,58673,droite,131,11,4,2,1,4,0,1,1,0,4,5,3,29,10,2,2,0,1,1,115,10,2,2,1
467,58673,droite,112,9,3,2,1,4,0,1,1,0,3,5,3,26,10,2,2,0,1,1,98,8,2,2,1
468,58676,droite,82,6,2,2,1,3,1,1,1,0,2,5,3,22,9,2,1,0,1,1,71,5,2,2,1
469,59174,droite,50,4,2,1,1,3,1,1,1,0,2,4,3,18,8,2,1,0,1,1,43,3,2,1,1
470,59178,droite,25,2,2,1,1,4,2,1,1,0,1,4,3,15,8,2,1,1,1,1,21,2,2,1,1
471,59178,droite,10,2,2,1,1,5,3,1,1,0,2,4,3,13,8,2,1,1,1,1,8,1,2,1,1
472,59182,droite,4,2,3,1,1,6,4,1,0,0,2,3,4,13,9,3,1,1,1,1,3,1,3,1,1
473,59708,droite,2,2,3,1,1,8,5,1,0,0,3,3,4,13,10,3,2,1,1,1,1,1,4,1,1
474,59711,droite,2,2,4,1,1,10,5,1,0,0,3,3,5,13,11,3,2,2,2,1,1,2,5,1,1
475,59711,droite,2,3,5,1,1,11,5,1,0,0,4,3,6,14,12,3,3,2,2,1,2,2,6,1,1
476,59713,droite,2,3,6,1,1,12,4,2,0,0,3,3,7,15,12,3,3,2,2,1,2,3,7,1,1
477,60200,droite,2,3,6,1,1,11,3,2,1,0,3,3,8,16,12,2,3,3,1,1,2,3,7,1,1
478,60204,droite,2,3,5,2,1,10,3,3,1,0,2,3,9,19,12,2,3,3,1,1,2,3,6,2,1
479,60204,droite,1,2,3,1,1,4,2,2,0,0,3,3,8,34,10,2,2,4,1,1,2,2,3,1,1
480,60206,droite,1,1,2,1,1,4,2,1,0,0,4,3,7,36,9,2,2,4,1,1,2,2,2,1,1
