n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
3165,403443,115,42,6,1,1,636,276,241,133,42,58,17,14,7,13,13,3,1,2,1,86,26,5,1,1
3166,403444,96,35,6,1,1,418,174,164,81,29,64,18,14,8,14,18,3,1,2,1,74,22,5,1,1
3167,403444,74,26,7,1,1,243,103,102,44,18,63,18,15,9,15,21,2,1,3,1,58,17,6,1,1
3168,403445,49,16,7,1,2,135,66,63,24,12,57,16,14,10,17,23,2,2,3,1,39,11,6,1,1
3169,403445,28,9,7,1,2,80,51,43,18,8,46,14,13,10,19,23,2,2,2,1,24,7,7,1,1
3170,403446,17,4,7,1,2,64,43,35,16,7,34,12,11,10,21,21,2,3,2,1,15,4,8,1,2
3171,403447,14,3,8,1,3,90,38,33,16,6,24,10,8,9,22,20,3,3,2,1,15,3,8,1,2
3172,403447,18,3,9,1,3,174,37,37,16,6,19,8,6,8,23,20,4,3,1,1,20,3,9,1,3
3173,403448,23,3,9,1,3,325,43,46,16,6,18,7,5,7,23,20,5,3,1,1,26,3,9,1,3
3174,403448,28,4,9,2,4,526,68,59,18,7,21,7,5,6,21,21,6,3,1,1,32,3,8,2,3
3175,403448,31,5,9,3,4,740,117,77,23,8,27,10,8,6,20,22,6,3,1,1,36,4,8,2,4
3176,403449,32,5,9,3,4,912,188,95,29,9,38,14,11,7,18,21,7,3,2,1,38,5,7,3,4
3177,403449,33,5,8,4,4,990,263,110,35,9,52,20,15,9,16,19,7,3,2,2,40,5,6,3,5
3178,403451,38,5,7,4,5,948,319,115,38,9,67,27,18,12,15,16,8,3,2,2,45,6,6,3,5
3179,403451,51,4,7,4,5,800,338,108,38,9,81,31,18,16,14,13,9,3,2,2,57,7,7,4,5
3180,403452,71,4,8,5,5,647,322,91,35,8,89,32,17,18,14,12,10,4,2,2,76,10,9,5,5
3181,403452,92,4,9,6,5,801,307,72,31,8,88,30,14,20,14,11,11,4,3,2,96,13,11,6,5
3182,403452,111,5,10,7,6,1783,364,83,31,9,79,25,12,21,14,13,12,6,3,2,113,16,12,7,5
3183,403452,127,6,10,8,7,3926,574,170,42,12,67,21,11,20,14,16,13,7,3,2,121,19,13,8,6
3184,403453,144,7,10,9,9,7155,955,375,70,19,63,17,13,18,14,20,14,9,4,2,118,21,13,9,8
3185,403454,166,9,10,9,11,10616,1449,703,112,28,80,16,18,16,14,26,16,11,4,3,108,21,13,10,10
3186,403454,190,11,10,9,14,13349,1947,1119,160,43,125,18,23,14,14,33,17,13,4,4,95,21,12,9,12
3187,403454,211,12,11,9,17,14459,2324,1541,204,60,192,21,28,11,14,41,17,13,3,5,84,19,13,9,16
3188,403455,219,13,14,9,23,13591,2486,1876,232,78,259,25,30,9,14,46,16,13,3,7,77,16,15,9,21
3189,403455,206,14,19,10,29,11065,2412,2040,240,93,304,28,29,8,15,47,15,12,4,10,71,14,19,11,28
3190,403456,173,17,27,13,37,7822,2175,2009,230,104,311,27,25,7,16,44,13,12,4,13,62,13,26,14,36
3191,403457,126,20,37,17,45,4978,1894,1815,212,110,283,24,20,7,17,36,12,12,5,16,50,14,35,18,44
3192,403457,80,25,47,22,50,3243,1650,1534,195,111,233,20,14,6,17,28,13,13,6,18,36,16,45,22,49
3193,403457,43,29,54,25,53,2700,1459,1238,183,110,180,14,9,6,17,21,14,14,7,18,24,19,54,26,51
3194,403457,23,31,56,27,52,2875,1277,975,176,104,137,10,6,6,16,17,16,14,8,17,16,21,58,28,50
3195,403458,14,31,53,27,49,3161,1059,752,166,95,111,8,4,6,14,14,16,13,8,15,12,22,56,28,46
3196,403458,11,28,46,25,45,3245,815,564,149,82,95,8,4,5,12,13,15,10,8,13,11,21,49,26,41
3197,403459,12,24,37,22,41,3042,581,400,124,66,80,8,5,6,11,11,13,8,7,11,10,18,38,22,38
3198,403459,17,19,28,19,39,2563,390,262,96,50,62,9,6,6,10,9,10,5,7,11,12,15,28,18,36
3199,403459,24,15,22,16,39,1981,253,153,69,35,43,9,8,6,10,6,7,3,6,10,15,11,20,15,36
3200,403460,33,11,17,13,38,1379,177,80,49,24,28,9,10,7,10,4,4,2,5,10,20,8,14,13,36
3201,403460,43,10,14,12,36,910,145,43,35,18,19,9,12,8,10,3,3,2,4,10,24,7,11,11,35
3202,403461,49,9,13,11,33,574,127,31,26,15,16,9,14,9,10,2,2,2,3,9,27,6,10,10,32
3203,403461,51,8,12,10,29,382,101,31,21,14,18,8,16,9,10,2,2,2,3,8,28,7,11,10,29
3204,403462,48,8,13,10,26,334,82,43,21,14,24,9,18,9,11,2,2,2,2,8,26,8,13,9,25
3205,403462,41,7,16,9,24,499,93,76,28,16,32,12,19,9,11,2,2,3,3,8,23,8,16,9,24
3206,403462,33,6,20,10,25,1134,151,141,49,21,39,15,20,9,12,3,3,6,3,10,19,9,20,9,24
3207,403464,25,6,23,10,27,2250,251,235,85,30,42,18,20,9,12,4,5,9,3,12,17,9,22,10,27
3208,403464,18,6,24,11,31,3802,376,344,135,41,41,20,20,9,11,5,11,12,4,15,16,8,22,11,30
3209,403465,13,6,23,13,34,5289,502,453,193,52,35,20,19,9,11,7,20,15,5,17,16,7,20,12,32
3210,403465,9,6,21,14,35,6435,614,545,250,61,28,17,19,10,11,9,33,17,5,18,17,5,17,13,34
3211,403465,7,6,20,16,36,6784,707,612,296,68,21,14,17,11,11,11,45,18,6,17,16,4,16,14,35
3212,403480,5,6,22,18,36,6319,784,649,324,72,17,10,16,11,11,15,55,17,7,16,15,3,17,16,35
3213,403481,5,7,26,20,36,5154,847,656,329,74,17,8,14,11,11,20,58,14,7,15,12,3,21,19,35
3214,403482,5,9,30,22,38,3699,888,630,312,76,20,8,12,11,11,27,54,11,7,14,9,4,26,21,37
3215,403482,5,10,33,24,40,2406,899,571,277,75,26,10,10,11,12,35,46,9,6,14,6,4,29,22,39
3216,403483,5,12,33,24,43,1539,878,482,230,73,32,14,9,11,13,39,34,6,6,14,4,5,30,23,41
3217,403483,6,12,30,23,46,1325,854,385,181,69,40,19,9,11,14,40,24,5,5,14,3,6,28,22,43
3218,403483,6,13,25,22,46,1731,895,327,138,67,51,25,10,11,15,37,17,3,5,14,3,8,24,21,43
3219,403484,7,13,21,21,44,2588,1057,350,111,69,65,31,12,10,15,31,13,2,6,14,4,9,20,20,40
3220,403485,8,14,19,20,39,3694,1353,490,113,82,80,35,14,10,15,24,12,2,7,13,5,10,17,19,36
3221,403485,10,14,17,18,33,5023,1799,786,158,109,96,39,17,11,14,19,12,2,7,11,6,11,15,18,30
3222,403485,11,15,15,17,26,6394,2372,1244,255,149,106,53,20,12,14,20,16,3,8,11,8,11,14,17,24
3223,403485,11,15,13,15,20,7700,2991,1801,394,195,144,99,24,15,16,32,30,5,9,10,9,11,12,15,19
3224,403486,10,15,10,13,16,8875,3502,2307,549,236,260,197,28,19,21,70,59,7,9,9,10,11,10,12,15
3225,403487,10,14,7,11,13,10069,3852,2633,688,262,498,347,31,23,27,145,102,10,8,9,12,10,8,10,12
3226,403487,11,15,5,9,11,11646,4159,2733,794,265,897,528,33,26,33,264,153,13,8,8,18,11,6,8,11
3227,403487,14,18,3,8,10,13987,4575,2633,855,246,1410,693,34,28,38,415,200,14,7,8,25,15,5,7,10
3228,411782,19,23,3,9,11,17439,5219,2427,870,210,1923,799,35,28,40,566,230,15,7,7,34,20,5,8,11
3229,411782,24,28,3,9,11,21581,6110,2224,850,171,2290,819,38,26,40,674,238,15,7,7,43,26,5,9,12
3230,411784,30,32,4,10,12,25770,7186,2139,813,142,2404,756,40,24,37,709,223,14,7,7,50,31,5,10,12
3231,411784,30,32,4,10,12,25770,7186,2139,813,142,2404,756,40,24,37,709,223,14,7,7,50,31,5,10,12
3232,411784,35,31,6,10,10,29771,9130,2452,751,138,1846,502,39,18,27,553,151,12,6,7,50,30,7,10,11
3233,411784,34,26,6,9,8,28334,9389,2672,721,154,1355,382,34,15,21,411,113,12,5,6,44,25,7,8,9
3234,411784,30,19,6,6,6,24683,8863,2731,670,165,888,288,29,13,17,274,80,10,4,6,35,19,7,6,6
3235,411785,25,12,6,4,4,19315,7608,2551,585,163,528,218,23,11,13,167,54,8,3,5,26,12,6,4,4
3236,411786,20,7,5,3,3,13714,5869,2146,467,146,294,160,20,10,10,95,33,6,2,5,18,7,5,3,3
3237,411786,14,4,4,2,2,8557,3998,1596,332,116,156,110,20,10,9,52,17,4,2,5,12,4,3,2,2
3238,411786,11,4,4,2,2,4664,2336,1019,203,82,79,70,22,11,8,26,8,2,1,4,9,3,2,2,2
3239,411786,12,4,3,2,2,2069,1111,536,102,52,40,41,24,11,8,13,3,1,1,4,7,3,2,1,2
3240,411787,19,7,4,2,2,684,402,229,44,31,23,22,25,12,9,7,1,1,1,4,9,3,2,1,2
3241,411787,34,10,4,2,2,167,134,90,22,19,19,13,25,11,10,4,1,1,1,4,14,4,2,1,2
3242,411788,55,13,5,2,2,127,115,53,21,14,17,8,23,10,10,2,1,1,1,3,26,6,2,1,2
3243,411790,81,17,5,2,2,543,282,100,44,16,19,8,22,9,11,2,1,1,1,3,43,8,3,1,2
3244,411790,104,20,5,2,2,2105,819,314,121,28,22,9,22,7,11,3,1,1,1,3,62,11,3,2,1
3245,411792,120,22,4,2,2,5451,1891,773,274,55,23,10,24,6,12,4,2,1,1,3,81,14,3,2,1
3246,411792,123,24,3,2,1,10263,3432,1448,495,96,23,11,26,6,12,6,2,1,1,4,97,18,2,2,1
3247,411792,114,24,3,2,1,15750,5101,2192,733,139,22,11,30,6,12,8,2,2,1,4,108,21,2,2,1
3248,411792,96,23,2,2,1,19967,6386,2773,914,172,21,11,33,6,13,10,2,2,2,5,111,22,2,2,1
3249,411793,74,20,2,1,1,21702,6843,2992,975,182,18,11,36,7,13,10,3,2,2,5,106,21,2,2,1
3250,411793,53,16,2,1,1,20120,6303,2769,894,167,16,12,36,8,13,10,3,2,2,6,93,19,2,2,1
3251,411793,36,13,2,1,1,15921,4958,2187,699,131,12,12,35,10,14,8,4,2,2,6,75,15,2,1,1
3252,411794,23,10,2,1,1,10536,3270,1445,459,86,10,13,31,11,15,7,4,2,2,5,54,12,2,1,1
3253,411794,15,8,1,1,1,5667,1744,769,246,48,7,14,27,12,16,5,4,2,2,5,34,9,2,1,1
3254,411795,9,6,1,1,1,2429,715,317,106,24,6,14,22,13,18,3,4,2,2,4,19,7,2,1,1
3255,411795,6,5,1,1,1,952,235,113,43,17,5,13,17,13,19,3,4,2,2,4,9,5,1,1,1
3256,411796,5,4,1,1,1,665,121,76,29,19,5,11,14,11,18,3,3,2,1,4,5,4,1,1,1
3257,411796,6,4,1,1,1,782,137,95,29,24,6,10,11,10,16,4,3,2,1,4,6,3,1,1,1
3258,411796,7,3,1,1,1,879,152,112,30,28,7,9,10,7,14,5,2,1,1,4,7,2,1,1,1
3259,411797,8,3,1,1,1,900,148,120,29,29,8,9,11,5,12,7,2,1,1,4,7,2,1,1,1
3260,411799,9,3,1,1,1,760,125,116,27,27,10,10,11,4,10,9,2,1,1,4,8,2,1,1,1
3261,411799,9,3,1,1,1,597,90,101,23,23,12,11,13,2,9,10,2,2,2,4,7,2,2,1,1
3262,411800,8,3,2,1,1,363,55,79,18,18,13,13,13,2,8,11,2,2,2,4,6,2,2,1,1
3263,411801,8,3,2,1,1,363,55,79,18,18,14,13,14,2,7,10,1,2,2,3,5,2,2,1,1
3264,411802,7,2,2,1,1,92,13,37,9,10,13,12,14,4,7,9,1,2,2,3,4,2,2,1,1
3265,411803,10,2,2,1,1,49,8,25,7,8,12,11,13,6,6,7,1,2,2,3,4,2,2,1,1
3266,411804,16,4,2,1,1,25,9,18,5,7,11,9,12,9,6,5,1,2,2,3,7,2,2,1,0
3267,411804,26,7,3,1,1,18,13,15,5,6,12,7,11,12,5,5,1,2,1,3,12,3,2,1,0
3268,411805,36,10,3,2,1,73,40,24,9,7,22,9,10,14,5,7,2,2,1,3,17,5,2,1,0
3269,411805,45,13,3,2,0,585,201,102,37,17,44,15,12,16,6,13,5,3,2,3,23,6,3,1,0
3270,411805,50,16,4,2,0,2136,645,329,118,45,79,25,17,18,7,24,9,5,2,3,27,8,3,1,1
3271,411807,52,18,3,2,0,5151,1443,747,266,96,120,39,25,20,8,37,14,7,3,3,31,9,3,1,1
3272,411809,53,19,3,2,1,9142,2490,1306,462,165,156,52,33,21,9,50,20,9,3,3,34,10,3,1,1
3273,411811,54,20,2,2,1,13342,3520,1863,657,235,173,62,40,22,10,58,23,10,4,4,37,11,3,1,1
3274,411812,53,19,2,2,1,16157,4209,2245,789,283,167,64,43,21,11,60,24,10,4,4,39,11,2,1,1
3275,411812,51,18,2,2,1,16975,4319,2315,812,293,138,59,42,19,11,57,21,9,3,4,38,10,2,1,1
3276,411814,45,17,2,1,1,15103,3813,2053,719,261,98,49,37,16,12,50,17,7,3,4,34,9,2,1,1
3277,411815,36,14,2,1,1,11603,2875,1553,543,200,61,37,31,14,13,44,12,7,3,5,27,8,2,1,1
3278,411816,27,11,2,1,1,7326,1824,983,345,130,36,26,25,12,14,38,8,6,2,6,20,6,2,1,1
3279,411817,18,8,3,1,1,3854,961,509,180,71,27,18,20,12,15,32,5,7,2,7,13,5,2,1,1
3280,411819,12,6,3,1,1,1795,479,225,81,37,27,13,16,13,16,27,3,8,2,8,8,4,2,1,1
3281,411820,9,4,2,1,1,1341,375,137,43,31,29,10,13,15,16,20,3,8,2,8,6,3,2,1,1
3282,411820,8,3,2,1,0,1977,497,186,42,44,27,8,10,17,16,14,3,7,2,8,5,3,2,1,1
3283,411822,7,3,2,1,0,3120,670,301,51,66,23,6,8,20,16,8,3,6,2,8,6,3,2,1,1
3284,411822,6,3,2,1,1,4353,808,431,58,89,18,6,6,21,16,6,3,5,2,8,6,3,2,1,1
3285,411823,5,2,2,1,1,5379,873,537,61,104,13,6,5,21,15,5,3,4,2,8,7,3,2,1,1
3286,411823,5,2,2,1,1,5916,846,590,60,108,9,7,4,19,14,5,2,3,2,7,6,3,3,1,1
3287,411825,6,2,2,1,1,5752,740,573,56,99,8,7,4,16,13,5,2,2,2,7,7,3,3,1,1
3288,411825,11,2,2,1,1,5013,587,496,49,80,7,7,5,13,12,6,2,2,2,7,9,3,3,1,1
3289,411825,18,2,2,2,1,3839,428,386,42,59,7,6,5,10,11,8,3,2,2,7,15,3,4,2,1
3290,411827,29,2,3,2,1,2825,340,294,38,40,8,6,5,9,11,9,4,2,2,6,24,4,5,2,1
3291,411827,42,2,3,3,2,2722,470,321,50,33,9,8,5,8,10,10,5,3,2,6,34,4,5,3,2
3292,411829,54,3,4,4,3,4449,959,575,92,40,11,13,6,7,10,11,7,4,3,5,42,5,5,4,3
3293,411829,65,4,4,5,3,8187,1840,1091,169,61,14,21,7,6,9,11,9,4,3,4,48,5,5,5,4
3294,411830,76,5,4,6,3,13270,2957,1790,268,90,18,29,8,5,9,11,11,5,3,4,53,6,5,6,4
3295,420179,76,5,4,6,3,13270,2957,1790,268,90,18,29,8,5,9,11,11,5,3,4,53,6,5,6,4
3296,420181,105,10,3,7,3,21351,4587,2938,419,136,24,39,12,6,9,11,13,5,4,3,75,9,3,7,3
3297,420182,122,13,3,6,3,21485,4540,2995,419,136,25,38,14,6,9,11,12,5,4,3,93,13,3,6,3
3298,420183,136,15,3,5,2,18781,3904,2640,363,118,24,34,16,7,9,11,10,5,4,2,110,15,2,5,2
3299,420184,143,16,3,4,1,14313,2996,2000,273,90,21,28,16,7,10,12,8,4,4,2,122,17,2,4,1
3300,420188,142,16,3,3,1,9590,2266,1296,194,62,17,22,16,7,10,12,6,3,3,2,125,18,3,3,1
3301,420191,137,17,4,2,1,5905,2068,728,170,46,13,17,14,6,10,13,5,3,3,2,118,17,3,3,1
3302,420192,129,19,4,2,1,4065,2482,410,216,50,10,14,12,6,10,17,4,3,2,3,104,17,3,2,1
3303,420194,125,22,5,2,1,4047,3296,336,318,72,8,12,9,5,9,23,4,2,2,4,91,17,4,2,1
3304,420196,127,24,5,2,1,5120,4130,405,433,105,7,10,8,5,8,32,4,2,2,5,82,17,4,3,1
3305,420196,129,25,5,2,1,6423,4631,504,515,139,7,9,7,6,7,42,4,3,2,6,76,17,4,3,2
3306,420196,123,23,5,2,2,7397,4583,569,536,162,7,9,7,8,6,49,4,3,2,7,72,15,4,3,2
3307,420197,105,18,5,2,2,7703,4025,574,489,167,7,8,7,10,5,52,3,3,3,7,67,12,4,3,3
3308,420197,79,13,6,2,3,7212,3125,517,391,153,6,7,7,11,5,49,3,3,3,7,61,9,4,2,3
3309,420198,51,7,6,2,3,6072,2142,415,272,124,6,6,7,12,5,42,2,3,3,6,55,6,4,2,4
3310,420198,28,3,5,3,3,4536,1296,295,164,88,6,5,6,11,5,31,2,3,3,5,50,4,4,2,4
3311,420198,13,1,5,3,3,2982,699,186,87,56,6,5,5,10,5,21,2,2,2,4,47,4,4,2,3
3312,420200,7,1,4,3,3,1694,348,107,43,32,6,4,4,8,6,13,1,2,2,4,44,3,3,2,3
3313,420200,5,0,3,3,2,839,175,65,22,19,5,5,4,5,7,8,1,1,2,5,38,3,2,2,2
3314,420201,4,0,3,3,2,421,112,54,14,15,5,5,4,4,7,6,1,1,2,5,30,2,1,2,1
3315,420201,3,0,2,3,1,283,98,58,11,15,5,6,5,3,8,4,1,1,2,5,22,2,1,2,1
3316,420202,2,0,2,2,1,236,87,61,10,17,5,7,5,3,9,3,0,1,2,5,15,2,1,2,1
3317,420203,1,0,2,2,1,209,71,61,11,18,6,8,4,3,10,3,0,1,2,5,10,2,1,2,1
3318,420204,1,1,1,2,1,196,57,58,12,20,7,9,4,3,11,2,0,1,2,5,8,2,1,2,1
3319,420204,1,1,1,2,1,196,57,58,12,20,7,9,4,3,11,2,0,1,2,5,8,2,1,2,1
3320,420206,1,1,1,2,1,196,41,45,18,20,7,10,4,2,11,2,1,1,2,4,4,2,1,1,1
3321,420207,1,1,1,1,1,207,43,39,21,19,7,9,3,2,10,2,1,1,2,3,2,2,1,1,1
3322,420207,1,1,1,1,1,223,51,34,24,19,6,8,3,2,10,3,1,1,2,3,2,2,1,1,1
3323,420208,1,1,1,1,0,237,63,30,27,20,6,8,3,3,9,3,1,1,1,2,1,2,1,1,0
3324,420209,2,1,1,1,0,239,74,27,29,20,5,7,3,3,10,3,1,1,1,2,2,1,1,1,0
3325,420209,2,1,1,1,0,224,79,25,30,20,4,6,3,4,10,3,1,1,1,2,2,1,2,1,0
3326,420210,2,1,1,1,0,190,78,24,29,19,4,5,3,4,11,3,2,1,1,2,2,1,2,1,0
3327,420210,3,1,1,1,0,147,71,24,29,17,4,5,3,4,11,2,2,1,1,2,2,1,2,1,0
3328,420210,6,1,1,1,0,103,59,25,29,15,4,6,4,4,11,1,2,1,1,2,4,1,2,1,0
3329,420211,15,2,1,1,0,73,47,27,30,13,4,7,4,4,10,1,2,1,1,2,9,1,2,1,0
3330,420212,36,3,1,1,0,53,37,27,31,13,4,8,4,4,9,1,2,1,1,3,19,2,2,1,0
3331,420212,67,4,2,1,0,48,33,26,31,13,5,9,4,4,8,1,2,1,1,3,37,3,3,1,0
3332,420213,103,6,3,2,0,46,32,22,30,13,6,9,5,4,6,2,2,1,1,3,57,5,3,1,0
3333,420215,134,8,4,2,0,48,34,18,27,13,8,8,5,4,6,2,2,1,1,3,76,8,5,1,0
3334,420216,148,10,6,2,0,49,35,14,24,13,10,7,6,4,6,3,2,1,1,3,86,10,6,1,0
3335,420218,141,12,8,2,0,51,37,12,21,14,12,5,5,4,6,3,2,2,1,3,85,11,6,2,1
3336,420218,124,12,9,2,1,50,39,13,21,14,13,4,5,4,7,3,2,2,1,3,77,11,6,2,1
3337,420218,113,12,9,2,1,46,41,17,23,15,12,3,5,5,8,3,2,2,1,3,72,10,6,2,1
3338,420219,120,13,8,2,1,41,44,22,25,16,11,3,5,6,9,3,2,2,1,4,76,9,5,1,1
3339,420220,144,13,6,1,1,38,47,26,27,16,9,4,4,7,9,2,1,2,2,4,91,9,4,1,1
3340,420221,171,13,5,1,1,41,49,29,26,16,7,5,4,8,9,2,1,2,2,5,107,8,3,1,0
3341,420222,184,12,3,1,1,52,54,29,25,17,6,7,3,9,8,1,1,2,2,5,114,8,2,1,0
3342,420223,170,11,2,1,0,69,62,26,22,18,6,8,3,9,7,1,2,1,2,5,106,7,2,1,0
3343,420223,131,9,1,1,0,87,74,23,18,19,7,10,3,8,6,1,1,1,2,5,83,6,1,1,0
3344,420224,131,9,1,1,0,87,74,23,18,19,7,10,3,8,6,1,1,1,2,5,83,6,1,1,0
3345,420225,44,4,2,1,1,108,97,19,14,19,8,12,3,5,5,1,1,0,1,6,29,3,1,1,0
3346,420225,18,3,2,1,1,109,99,19,13,18,8,12,3,4,5,2,1,0,1,7,12,2,1,1,0
3347,420226,6,2,3,2,1,105,92,19,13,17,8,11,3,3,5,2,1,0,1,8,4,1,2,1,1
3348,420227,3,2,4,2,1,98,78,18,13,16,7,10,3,3,5,2,1,1,1,8,1,1,2,2,1
3349,420228,2,2,4,2,1,90,62,17,13,15,6,9,3,3,5,2,1,1,1,8,1,1,2,2,1
3350,420229,2,2,4,2,1,78,48,15,13,15,6,8,3,3,5,2,1,1,1,8,1,1,3,2,1
3351,420229,2,2,4,2,1,66,39,12,12,14,6,7,3,3,5,3,1,1,1,7,1,1,3,2,1
3352,420229,2,2,4,2,1,50,36,10,10,14,7,6,3,3,5,3,1,0,1,6,2,1,2,1,1
3353,420229,4,3,3,1,1,61,48,12,11,13,7,5,3,3,6,3,1,0,1,5,4,2,2,1,1
3354,420230,9,4,3,1,1,189,107,34,20,15,8,4,3,3,6,3,1,0,1,4,10,4,2,1,1
3355,420231,20,6,3,1,1,523,239,93,47,19,8,3,3,4,7,3,1,1,1,3,22,6,3,1,1
3356,420231,38,9,3,1,1,1251,453,201,96,29,8,2,4,5,7,3,2,1,1,2,43,8,3,1,1
3357,420232,62,11,3,1,1,2739,750,354,160,45,10,2,5,6,7,4,2,1,1,2,68,10,3,1,1
3358,420232,88,14,3,1,1,5209,1097,529,226,64,12,2,6,6,7,5,3,1,1,2,94,12,3,1,2
3359,420232,117,18,3,2,1,8640,1434,689,273,82,16,4,8,7,7,6,3,1,1,2,115,14,3,1,2
3360,420233,142,22,2,1,1,12234,1681,791,287,94,20,6,9,8,8,7,3,1,2,2,125,16,2,1,1
3361,420233,160,25,2,1,1,15181,1772,805,262,95,21,9,9,9,9,7,4,1,2,3,126,18,2,1,1
3362,428296,165,27,2,1,1,16311,1677,729,207,86,22,12,10,9,11,7,4,1,2,3,115,18,2,1,1
3363,428297,156,26,1,1,1,15425,1420,585,141,68,22,14,10,10,12,7,5,2,2,3,97,18,3,2,2
3364,428298,133,22,1,1,1,12554,1069,414,81,47,22,15,11,10,14,7,5,2,2,3,76,16,4,2,2
3365,428298,102,18,2,2,2,8811,710,255,38,28,23,16,11,10,15,10,6,3,3,3,56,14,5,4,3
3366,428298,71,14,3,3,2,5098,415,137,16,14,25,15,10,11,15,15,7,3,3,3,42,14,8,6,4
3367,428298,46,13,6,6,3,2421,223,70,9,6,27,14,9,11,16,23,10,4,3,3,33,16,11,9,5
3368,428299,34,16,9,9,3,1027,150,57,15,4,29,13,8,12,16,34,13,4,3,3,32,21,15,13,5
3369,428299,30,20,12,13,4,872,198,93,33,6,31,12,7,12,15,46,17,5,4,3,34,26,18,16,6
3370,428300,33,23,14,15,4,1289,344,159,56,10,32,12,6,11,15,56,20,5,4,4,38,29,19,18,5
3371,428300,34,24,14,16,4,1878,568,235,81,16,31,12,5,11,14,60,20,5,4,4,38,29,18,18,5
3372,428300,31,22,12,14,4,2389,823,303,103,21,28,12,4,10,12,58,18,6,4,5,34,26,15,16,4
3373,428301,25,17,10,11,3,2583,1036,349,120,24,24,12,4,9,12,50,15,6,4,6,26,20,12,13,4
3374,428302,18,12,7,8,3,2491,1148,368,131,26,19,11,3,8,11,39,10,6,4,7,18,13,8,9,3
3375,428302,11,7,5,5,2,2100,1127,363,136,27,14,10,3,7,11,26,6,6,4,8,10,8,5,5,3
3376,428303,6,3,4,3,2,1592,980,340,133,26,10,9,2,7,12,16,4,5,3,8,5,5,3,3,2
3377,428303,4,2,3,2,2,1104,753,306,124,24,9,9,2,7,14,9,2,4,3,8,3,4,3,2,2
3378,428303,2,2,3,2,2,712,510,264,106,23,10,11,3,7,14,6,2,3,3,8,2,5,2,2,2
3379,428303,3,3,3,2,2,490,306,217,83,21,12,15,5,8,15,4,3,2,3,7,3,5,2,2,2
3380,428303,3,3,2,2,1,321,167,166,57,19,15,19,9,10,14,3,3,2,3,6,3,5,2,2,1
3381,428304,4,3,2,2,1,242,89,115,35,16,18,23,13,11,13,3,4,1,2,5,4,5,2,2,1
3382,428304,5,3,2,2,1,159,55,74,21,13,19,25,17,12,11,3,4,1,2,4,5,5,2,2,1
3383,428306,6,3,1,2,1,142,44,47,16,11,18,24,19,12,10,3,3,0,1,3,6,4,2,2,1
3384,428306,9,2,1,2,1,120,44,32,17,10,16,20,20,11,8,3,3,0,1,3,8,3,2,2,1
3385,428307,12,2,1,2,1,111,48,26,21,10,14,16,18,11,7,2,2,0,1,2,10,3,2,2,1
3386,428307,16,1,1,2,1,110,54,24,24,11,12,11,15,10,7,2,2,1,1,2,12,3,2,2,1
3387,428307,18,1,1,2,1,109,56,23,24,11,12,8,11,10,6,2,2,1,2,2,14,4,2,2,1
3388,428307,18,2,2,2,1,113,54,23,23,12,13,6,8,11,6,2,2,1,2,2,14,4,2,2,1
3389,428307,16,2,2,2,1,118,46,23,21,12,14,6,5,11,7,2,2,2,2,2,13,4,2,2,1
3390,428308,12,2,2,2,1,125,36,23,20,12,15,8,4,12,8,2,3,2,2,3,11,4,2,2,1
3391,428308,12,2,2,2,1,125,36,23,20,12,15,8,4,12,8,2,3,2,2,3,11,4,2,2,1
3392,428310,5,2,3,2,1,129,18,21,18,10,12,12,5,11,10,2,2,3,3,3,6,3,2,2,1
3393,428313,2,1,3,2,1,118,13,21,18,9,9,14,8,9,12,2,1,3,2,3,4,2,2,2,1
3394,428313,2,1,3,2,1,97,12,21,17,9,7,15,13,8,12,3,1,3,2,2,4,1,2,2,1
3395,428314,1,1,3,2,1,72,13,22,17,9,5,15,19,6,13,3,1,2,2,2,3,1,2,2,1
3396,428314,1,1,2,1,1,52,17,23,15,9,3,13,25,6,13,3,0,2,2,2,3,1,2,2,1
3397,428314,1,2,2,1,1,47,27,24,14,10,4,11,31,5,12,2,0,2,1,1,3,1,2,1,1
3398,428314,1,2,1,1,0,57,42,24,14,10,5,9,36,5,11,2,1,2,1,1,3,1,1,1,0
3399,428314,1,2,1,1,0,79,61,24,14,11,7,7,38,6,10,2,1,2,1,1,3,1,1,1,0
3400,428315,1,2,1,1,0,106,79,23,14,11,11,6,38,6,9,2,1,1,1,1,4,1,1,1,0
3401,428315,2,2,0,1,0,128,91,22,15,11,15,5,35,6,9,1,1,1,1,1,4,1,1,1,0
3402,428316,2,2,0,1,1,142,93,21,17,11,18,5,31,5,9,2,1,1,1,1,4,1,1,1,0
3403,428317,2,2,1,1,1,150,87,20,18,12,21,6,26,5,8,2,1,1,1,1,4,1,1,1,0
3404,428318,2,2,1,1,1,155,73,20,19,12,22,6,21,4,8,2,1,1,1,1,4,1,1,1,0
3405,428318,2,2,1,1,0,165,58,20,19,12,21,7,16,4,8,2,1,1,1,2,4,2,1,1,0
3406,428320,2,2,1,1,0,179,45,21,19,13,19,9,13,4,8,2,1,1,1,2,3,2,1,1,0
