n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
5313,664530,82,27,55,31,23,1368,495,236,36,15,717,72,31,5,15,200,11,17,6,7,97,32,52,31,25
5314,664531,124,21,39,20,18,2095,543,188,38,17,633,56,33,5,16,161,10,12,4,5,124,19,38,21,20
5315,664532,162,19,26,13,14,2899,623,170,48,21,550,42,33,6,16,124,9,9,3,4,143,13,25,13,15
5316,664991,185,19,16,7,10,3445,696,165,59,25,467,35,31,8,15,92,8,6,3,3,149,10,16,8,11
5317,664992,184,18,9,5,7,3577,723,156,66,29,385,32,27,9,14,69,7,4,2,3,136,8,9,5,7
5318,664992,163,16,6,4,5,3269,681,135,68,31,316,31,23,9,12,57,6,2,2,3,110,7,6,4,4
5319,664993,125,13,5,3,3,2623,576,106,62,30,255,28,20,9,10,49,5,2,2,3,77,6,4,3,3
5320,665556,84,11,5,3,2,1865,435,76,51,28,205,25,17,8,9,42,4,1,2,3,49,5,3,3,2
5321,665557,48,8,6,3,2,1180,301,55,40,23,161,22,16,8,9,38,3,1,2,3,27,5,3,2,2
5322,665557,25,7,6,2,2,680,208,45,31,19,119,21,15,8,9,32,3,1,2,4,15,5,3,2,2
5323,665558,14,6,6,2,2,420,171,45,27,17,86,24,16,10,9,25,3,2,2,4,11,5,4,2,2
5324,665559,18,7,5,2,2,343,183,49,29,17,67,29,19,13,10,18,5,3,2,5,14,5,4,2,2
5325,666226,34,9,5,3,3,385,229,54,34,19,78,45,30,18,11,17,8,8,3,5,22,7,5,2,2
5326,666227,64,13,6,4,3,480,284,58,39,22,207,81,61,29,14,47,17,20,5,5,38,11,8,4,2
5327,666227,104,21,10,8,4,574,328,59,42,24,600,144,118,46,20,143,32,40,10,6,62,18,15,7,4
5328,666228,156,32,18,13,7,620,354,61,44,26,1371,229,195,67,29,337,51,68,16,6,95,28,28,12,7
5329,666228,204,43,30,19,10,615,371,69,44,26,2463,321,275,87,39,615,71,98,23,8,130,39,45,18,10
5330,666696,244,53,42,25,14,610,391,86,44,26,3690,394,332,99,47,930,86,120,29,10,161,48,64,25,14
5331,666697,260,60,54,30,17,681,424,109,45,26,4704,427,349,100,51,1196,91,128,31,12,179,54,80,29,18
5332,666699,252,61,63,31,19,859,465,136,46,26,5168,409,317,89,50,1326,85,120,29,13,181,54,91,31,20
5333,666701,216,56,70,29,20,1115,498,157,46,26,4937,347,248,68,44,1280,69,99,24,13,162,50,96,29,21
5334,667253,168,48,75,25,20,1354,500,166,44,25,4082,259,164,45,35,1075,50,72,17,13,132,43,99,26,21
5335,667255,115,39,80,21,20,1483,461,160,41,24,2895,172,90,25,26,779,32,48,11,12,93,35,100,21,21
5336,667258,71,33,84,18,20,1451,385,143,37,22,1720,102,41,12,19,481,18,32,7,11,59,30,103,18,21
5337,667259,41,32,86,16,21,1283,291,121,35,22,824,57,19,6,14,247,11,23,6,11,32,31,106,17,21
5338,667722,27,37,87,16,21,1037,202,100,36,22,296,34,16,5,12,109,8,20,7,11,17,38,106,17,22
5339,667722,21,49,83,16,21,789,138,85,39,22,71,23,18,5,11,50,7,18,7,11,10,50,102,19,21
5340,667723,19,61,76,17,21,595,103,73,42,23,23,18,20,5,10,40,7,16,8,10,8,63,92,20,21
5341,667723,17,70,66,18,20,488,97,65,44,22,20,16,20,6,9,40,7,13,8,10,7,72,78,21,20
5342,668266,16,73,58,18,19,472,112,60,44,21,20,14,19,7,10,39,6,11,8,9,8,75,66,22,20
5343,668267,15,69,55,19,19,539,144,58,43,20,22,13,18,8,10,34,6,9,7,8,10,72,61,22,20
5344,668268,14,62,61,21,20,676,192,62,43,20,24,12,17,9,10,27,5,10,7,8,12,65,65,23,21
5345,668269,13,55,75,24,21,858,251,70,44,20,23,12,16,9,10,20,5,13,6,9,13,57,78,24,22
5346,668736,13,49,94,27,23,1024,304,81,45,21,21,12,16,9,10,13,5,17,7,10,13,50,96,26,25
5347,668738,12,45,115,30,26,1110,333,87,45,21,18,13,16,9,10,8,5,21,7,12,12,44,114,28,28
5348,668738,16,40,134,32,31,1079,322,86,42,21,14,13,15,10,9,4,5,25,8,14,13,38,131,30,33
5349,668740,35,36,151,34,37,977,276,76,36,20,13,12,15,11,9,3,5,28,8,16,26,33,146,33,39
5350,669291,82,34,163,36,43,880,216,60,28,18,16,11,14,13,10,2,5,31,9,17,58,30,157,35,44
5351,669292,161,35,168,37,47,904,169,44,20,17,22,10,14,14,10,3,4,33,10,17,112,29,164,37,49
5352,669292,259,38,165,38,50,1068,150,32,14,17,30,9,15,14,10,5,4,34,10,16,179,31,165,38,51
5353,669293,351,44,152,38,51,1318,157,26,12,18,37,9,16,13,10,7,3,32,10,15,240,34,157,38,51
5354,669755,414,49,133,38,51,1518,171,25,12,18,39,10,17,11,10,10,3,28,10,14,279,35,143,37,50
5355,669755,434,50,117,40,50,1567,174,24,14,18,37,11,19,9,9,13,2,25,10,13,287,34,129,38,48
5356,669756,412,47,111,45,49,1425,159,23,16,17,32,13,19,7,8,15,2,23,10,13,262,31,123,41,47
5357,669757,362,44,117,54,49,1152,142,26,20,15,25,14,20,5,8,18,3,24,12,13,217,30,128,49,47
5358,670427,301,44,133,65,50,841,144,40,23,14,21,16,19,5,7,21,6,28,14,13,166,35,142,59,47
5359,670427,244,50,150,76,51,614,183,69,26,13,21,16,18,5,7,25,11,32,17,14,121,48,158,70,48
5360,670429,196,63,161,85,54,501,257,112,29,14,24,16,16,5,6,29,17,35,19,16,88,66,170,80,50
5361,670430,154,77,172,95,59,494,350,158,31,16,32,15,13,5,5,32,22,37,22,18,66,85,182,91,55
5362,670430,112,88,195,107,68,524,430,193,32,19,42,13,10,5,5,32,26,41,25,22,49,97,207,107,64
5363,670431,72,92,237,125,82,536,467,205,32,21,54,11,8,6,5,30,26,48,30,26,33,101,249,129,77
5364,670913,38,88,290,145,97,517,449,191,30,21,65,9,6,6,5,25,23,57,35,31,20,95,304,153,91
5365,670913,17,78,337,159,108,456,379,157,28,21,72,8,6,7,6,21,19,65,38,35,11,83,351,172,103
5366,670913,8,68,359,161,112,378,281,116,26,19,75,6,6,8,7,16,15,67,39,36,7,71,372,176,107
5367,671469,6,60,343,149,106,296,183,77,24,17,72,5,5,9,7,13,12,63,37,34,6,62,354,163,101
5368,671471,8,58,295,126,91,233,108,50,23,15,65,5,4,9,8,11,11,52,31,30,7,59,302,138,89
5369,671472,12,60,233,102,74,191,62,33,20,13,54,4,3,10,9,11,12,40,25,26,9,61,235,110,73
5370,671472,18,66,176,82,58,165,41,24,18,11,44,4,2,12,11,12,13,31,20,22,13,65,174,86,58
5371,671472,30,74,136,70,47,148,36,20,14,10,36,4,1,14,12,13,13,25,16,20,20,69,132,71,48
5372,671937,49,81,115,64,41,144,45,20,12,10,32,5,1,15,14,14,13,23,14,19,29,71,111,63,42
5373,671938,73,86,105,60,37,158,68,25,11,10,30,6,1,16,15,15,13,23,13,18,41,70,102,58,39
5374,671938,98,87,95,54,34,188,101,32,11,11,30,8,2,15,15,16,12,22,13,16,53,65,94,53,35
5375,671939,114,82,83,46,29,234,139,40,13,12,32,9,2,14,15,16,11,21,12,14,62,57,83,45,30
5376,672485,161,99,74,39,24,331,171,46,15,13,34,9,3,13,14,14,10,18,11,11,68,45,71,37,24
5377,672485,471,224,90,36,19,520,189,49,17,13,33,9,5,12,13,12,8,16,10,9,88,37,59,31,19
5378,672486,1353,571,151,41,16,827,189,49,18,13,30,9,6,12,12,9,7,15,10,8,144,34,52,27,16
5379,672487,2938,1184,262,54,14,1212,175,48,19,14,25,9,7,12,11,7,6,13,8,8,255,38,49,25,14
5380,672947,5012,1974,402,71,13,1600,153,47,21,15,20,9,8,13,10,6,5,12,7,8,412,46,48,23,12
5381,672948,7042,2732,531,86,12,1855,130,48,25,17,17,10,8,13,10,5,5,10,6,8,580,53,46,21,11
5382,672949,8371,3209,604,93,11,1889,111,49,30,18,15,10,7,13,9,5,4,8,5,8,703,56,41,18,10
5383,672950,8517,3234,592,88,10,1693,98,47,35,18,14,9,6,12,9,6,4,6,4,7,741,53,35,15,8
5384,673491,7444,2795,500,73,8,1329,89,43,38,17,14,7,5,11,8,6,3,4,3,5,674,44,27,11,7
5385,673492,5518,2047,357,53,7,918,83,37,38,17,13,6,4,9,8,6,3,3,3,4,530,33,19,8,6
5386,673493,3406,1236,209,32,7,570,79,29,36,17,12,4,3,8,8,6,2,2,2,3,351,21,13,6,5
5387,673493,1667,581,95,17,7,335,73,24,31,16,11,4,2,6,8,5,2,2,2,3,191,13,9,4,6
5388,673955,605,190,32,9,7,215,67,20,26,16,14,4,2,5,8,4,2,2,2,3,80,9,7,4,6
5389,673957,149,34,8,6,8,163,60,18,22,16,21,4,2,5,8,4,2,3,2,3,25,8,7,4,7
5390,673957,34,3,5,6,8,141,54,17,19,15,34,6,3,4,8,3,2,4,3,3,7,9,9,5,8
5391,673957,14,3,7,6,8,132,57,16,18,14,50,7,4,4,7,2,2,4,3,3,6,10,10,5,8
5392,674643,12,4,8,5,7,145,77,15,17,14,66,9,4,5,7,2,2,5,3,3,9,11,10,4,7
5393,674644,17,4,10,5,6,200,121,15,19,16,75,12,6,5,6,2,2,5,2,3,13,11,10,4,6
5394,674646,24,5,11,5,5,284,182,17,21,19,76,14,7,5,6,2,2,5,2,3,18,10,10,3,5
5395,674647,43,7,11,4,4,373,248,22,25,22,67,17,9,6,6,4,2,6,2,3,30,10,8,3,4
5396,674649,82,9,10,4,4,448,300,34,29,25,52,19,12,6,7,5,1,5,1,3,54,10,7,2,3
5397,675217,142,13,9,4,4,482,323,53,32,27,37,20,14,6,8,6,2,5,1,3,93,10,5,2,3
5398,675218,212,17,8,4,3,484,310,77,35,27,25,20,15,6,8,8,2,5,1,2,141,10,4,2,3
5399,675218,271,21,8,3,3,437,267,100,36,26,19,19,15,6,9,8,2,4,1,2,185,10,3,2,3
5400,675221,303,22,7,3,3,391,215,119,36,23,18,18,14,6,8,8,3,4,1,2,215,9,3,2,3
5401,675223,306,22,6,3,3,362,170,130,35,19,23,18,12,6,9,7,4,4,2,2,223,8,3,2,2
5402,675689,294,20,5,3,3,390,143,135,34,16,36,21,11,8,10,6,6,6,2,2,221,7,4,2,2
5403,675690,293,18,4,2,2,467,133,137,34,14,56,29,12,12,13,6,8,8,2,2,221,8,4,3,2
5404,675691,317,17,3,2,2,562,129,141,34,13,81,42,15,18,18,7,10,9,3,3,236,10,5,3,2
5405,675691,364,18,3,2,2,640,122,145,34,13,103,55,20,25,23,8,13,10,3,4,265,13,5,3,2
5406,676247,410,19,4,2,1,682,110,148,36,14,117,64,25,29,27,11,14,10,3,4,294,15,5,3,2
5407,676250,424,19,4,3,2,668,101,147,39,15,118,66,27,31,29,14,14,8,4,4,303,16,5,3,2
5408,676250,388,17,5,3,2,612,102,142,42,16,104,59,26,29,28,16,12,7,4,5,280,15,6,3,2
5409,676251,304,14,6,3,2,529,118,136,45,17,83,47,22,25,25,16,10,5,3,4,226,13,6,3,2
5410,676715,203,12,7,3,2,442,147,131,46,17,62,34,16,19,21,15,8,4,3,4,156,10,7,3,2
5411,676716,129,11,8,3,2,372,177,129,44,16,47,24,10,14,18,13,6,4,2,3,100,8,7,3,2
5412,676717,114,12,9,3,2,305,194,124,39,15,41,18,7,10,14,11,5,4,1,2,78,8,7,2,2
5413,676717,158,14,10,3,1,248,189,113,32,13,39,17,6,8,12,11,4,4,1,2,95,8,7,2,2
5414,677289,231,17,10,3,1,186,162,95,25,12,38,18,6,8,10,10,3,3,1,2,136,9,6,2,2
5415,677289,294,19,10,2,2,141,121,72,19,11,34,19,8,9,9,10,2,3,1,2,176,10,5,2,2
5416,677290,317,20,10,3,2,110,80,50,15,10,28,19,11,10,9,9,1,2,1,2,193,10,4,2,2
5417,677291,294,19,10,3,2,91,50,33,13,9,21,18,14,11,9,8,1,2,1,1,184,10,3,2,3
5418,677784,235,16,9,3,3,77,35,24,13,9,17,16,17,13,10,6,1,1,1,1,149,9,3,3,3
5419,677784,158,14,9,4,3,70,34,22,13,9,16,15,20,13,11,5,1,1,1,1,102,8,4,3,4
5420,677784,89,14,10,4,4,74,43,23,14,10,17,14,21,13,12,4,1,1,1,1,58,8,5,4,4
5421,677786,41,16,11,5,4,94,59,23,16,11,20,15,22,12,12,4,2,2,1,2,28,8,7,5,4
5422,678344,17,19,13,5,5,133,80,23,18,13,23,19,21,10,13,5,3,2,2,2,14,10,11,5,5
5423,678345,10,21,15,6,5,183,103,23,21,14,25,25,18,9,13,5,5,3,2,2,10,11,15,5,5
5424,678347,9,21,17,6,6,229,120,21,22,15,28,32,16,7,14,5,6,3,2,2,10,11,18,6,5
5425,678347,10,19,18,7,6,258,129,19,23,16,32,38,14,6,14,5,8,4,2,2,11,10,20,6,5
5426,678349,11,15,16,6,5,257,130,16,23,16,37,39,12,6,14,5,8,4,2,2,13,9,19,5,4
5427,678985,12,12,13,6,4,232,126,14,24,15,43,37,11,5,14,5,8,3,2,2,14,7,16,5,4
5428,678986,13,9,9,5,3,192,123,12,24,14,47,31,10,5,13,5,6,2,2,2,14,5,11,4,3
5429,678987,14,7,6,4,2,158,122,11,24,14,49,25,8,4,12,5,5,2,1,1,14,5,7,3,2
5430,678988,15,7,3,3,2,138,120,10,24,14,48,22,7,3,12,7,3,1,1,1,13,5,4,3,2
5431,678988,14,7,2,2,2,132,115,10,23,14,43,22,6,3,11,8,3,1,1,1,12,6,3,2,2
5432,679746,13,7,2,2,2,131,104,11,21,14,36,25,6,2,12,9,3,2,1,1,12,7,2,2,2
5433,679747,11,7,2,2,2,123,86,11,19,13,28,29,6,2,12,9,3,2,1,1,11,7,3,2,2
5434,679748,9,7,3,3,2,107,65,11,17,12,22,31,7,2,12,8,3,2,1,1,10,7,3,2,2
5435,679750,8,6,3,3,2,90,46,10,15,11,19,30,8,3,11,7,3,2,1,1,9,6,4,3,2
5436,679751,7,6,3,3,3,76,32,9,15,10,16,27,8,3,11,5,3,2,1,1,8,5,4,3,2
5437,679753,8,5,3,3,3,71,26,8,14,9,15,23,8,3,10,4,3,2,1,1,7,4,4,3,2
5438,680480,10,5,3,3,3,77,25,7,15,10,13,18,9,3,10,3,2,1,1,1,7,4,5,3,3
5439,680481,13,5,3,2,3,96,26,6,16,11,11,14,10,5,10,3,2,1,1,1,7,4,5,3,3
5440,680481,16,6,3,3,4,111,30,6,19,13,9,11,11,6,10,4,2,1,1,1,8,6,6,3,3
5441,680483,18,6,3,3,4,127,35,7,21,14,8,9,12,9,11,6,3,1,1,2,9,7,6,3,3
5442,680483,19,7,3,3,4,127,39,9,23,15,7,7,13,11,11,7,4,1,1,2,9,9,5,4,3
5443,680484,18,8,3,4,4,115,43,11,23,15,7,5,12,14,12,8,4,1,1,2,10,11,5,4,3
5444,681000,16,9,3,4,3,95,45,12,21,15,7,3,10,15,12,8,4,1,1,2,9,13,4,4,3
5445,681001,15,10,3,4,3,74,44,13,19,13,7,2,7,17,12,7,4,1,1,2,8,13,4,4,3
5446,681002,14,10,3,4,3,64,40,14,16,12,6,2,5,18,12,5,4,1,1,1,7,13,3,4,3
5447,681002,14,9,3,3,3,68,35,15,14,11,5,2,3,18,13,4,3,1,1,1,6,12,3,3,2
5448,681594,15,8,3,3,2,87,30,16,13,10,3,2,2,19,13,3,2,1,1,1,5,11,2,3,2
5449,681596,16,8,3,3,2,111,27,17,13,11,3,2,1,19,13,2,2,1,1,1,5,10,2,2,2
5450,681596,16,8,3,2,3,134,27,17,14,11,3,3,1,19,13,2,2,1,1,1,5,10,2,2,2
5451,681597,15,8,2,2,3,145,29,17,14,12,3,3,1,19,14,2,2,1,1,1,5,10,2,2,3
5452,681599,13,9,3,2,3,140,31,15,14,12,4,3,2,19,15,2,2,1,1,1,5,11,2,2,3
5453,682153,11,10,3,2,4,122,32,12,14,12,5,2,2,20,15,1,2,1,1,1,5,12,2,2,3
5454,682153,8,11,4,2,4,95,30,10,14,11,5,2,2,20,16,1,3,1,1,1,5,12,2,2,3
5455,682169,6,12,5,2,4,70,27,7,15,10,5,2,2,20,16,1,3,1,1,1,5,12,3,2,3
5456,682170,6,11,5,3,3,56,22,7,15,10,5,2,2,20,16,1,3,1,1,1,6,12,3,2,3
5457,682706,8,10,5,3,3,64,17,8,15,10,5,2,2,20,16,1,4,1,1,1,7,11,4,2,3
5458,682707,14,8,5,3,3,97,13,12,16,10,5,2,2,19,14,1,4,1,1,1,10,10,5,2,3
5459,682708,25,7,4,4,2,145,10,19,15,11,5,2,3,18,12,1,3,1,1,1,15,8,6,3,2
5460,682709,40,5,5,5,2,196,10,25,15,12,6,3,4,16,10,1,3,1,1,1,23,7,7,4,2
5461,682709,55,4,6,6,2,236,11,31,15,12,7,3,6,14,9,1,3,1,1,1,31,6,9,6,3
5462,683294,68,3,8,7,3,256,13,35,14,13,7,5,9,12,8,1,2,2,2,1,39,5,12,7,3
5463,683295,74,3,10,7,4,252,17,36,15,14,7,6,12,10,8,1,2,2,2,1,42,4,14,9,4
5464,683296,71,3,13,8,5,233,22,35,15,14,8,7,15,8,9,1,2,3,2,2,41,4,17,9,5
5465,683297,60,3,16,8,7,204,29,34,16,14,8,8,17,7,10,1,2,4,2,2,36,5,21,10,7
5466,683781,45,5,19,9,9,176,35,34,16,14,9,11,17,6,11,1,2,5,2,3,28,8,25,10,9
5467,683782,29,7,24,10,11,149,41,36,16,14,9,13,16,6,12,1,3,6,3,4,20,11,30,10,11
5468,683782,18,9,30,11,14,127,43,39,16,13,9,16,15,5,12,1,3,7,3,5,14,15,36,11,13
5469,683783,11,12,37,12,16,105,41,43,17,12,9,19,13,4,11,1,3,9,3,6,11,18,42,12,16
5470,684490,9,14,44,14,18,82,36,45,17,12,8,20,11,4,10,1,3,11,4,6,10,20,47,14,18
5471,684492,8,14,49,15,19,58,28,44,17,11,7,21,10,4,9,2,3,12,5,7,10,20,51,16,20
5472,684492,9,14,51,16,19,41,20,40,17,11,6,22,9,5,9,2,3,12,5,7,11,20,53,17,21
5473,684492,9,14,50,16,19,31,14,34,17,11,5,23,9,6,9,4,3,12,5,7,13,21,51,17,21
5474,684493,11,15,45,15,18,29,11,27,15,11,5,25,8,6,8,5,4,11,5,6,16,23,47,16,19
5475,684493,12,16,39,14,17,37,10,21,13,10,5,27,8,7,8,7,5,9,5,6,20,26,41,14,18
5476,684987,14,19,32,12,16,53,12,17,11,10,6,29,9,7,8,9,5,8,4,5,23,28,35,12,16
5477,684988,13,21,26,10,16,85,18,21,10,10,6,28,11,6,8,10,5,6,4,5,24,28,29,10,16
5478,684989,12,22,21,9,17,135,30,33,11,11,6,25,13,6,9,10,5,6,4,5,23,27,24,9,17
5479,684990,10,23,19,9,19,191,48,52,13,12,6,21,15,7,9,10,6,5,4,5,20,26,21,9,18
5480,685569,11,29,21,10,21,245,67,76,16,13,6,16,16,8,10,8,7,6,4,6,17,30,23,11,20
5481,685571,17,41,27,13,24,275,82,96,18,15,5,11,16,9,11,7,9,8,5,7,17,42,31,14,23
5482,685571,38,63,39,18,27,289,90,107,20,15,5,8,16,12,13,5,13,12,5,8,25,64,44,19,26
5483,685571,76,90,52,23,31,302,92,106,22,16,4,5,15,14,14,5,17,15,6,9,44,91,58,25,30
5484,685573,127,118,64,28,36,330,91,95,26,17,4,4,14,15,15,5,20,18,7,11,72,116,69,30,35
5485,686111,180,137,70,32,42,375,93,79,31,18,3,4,13,16,16,6,22,18,8,12,103,131,74,34,41
5486,686111,219,145,69,34,46,427,97,63,36,19,3,3,11,15,16,6,22,17,8,14,127,134,71,36,45
5487,686113,230,138,63,33,47,466,102,52,40,20,3,2,10,13,15,6,20,14,7,14,135,125,62,36,47
5488,686115,210,121,53,31,45,472,103,45,42,20,4,2,8,11,14,6,18,11,7,13,124,107,50,33,46
5489,686648,166,100,45,28,41,436,95,39,39,19,4,1,7,9,12,5,15,8,6,12,100,87,40,30,42
5490,686648,113,81,39,24,35,368,80,32,34,18,4,1,6,8,10,3,14,7,5,10,70,72,34,26,36
5491,686648,66,69,35,21,28,295,63,25,28,16,4,1,6,7,9,2,13,7,5,9,44,65,30,22,30
5492,686650,34,64,32,18,23,245,49,18,22,14,5,2,6,6,8,2,13,7,4,7,27,64,30,19,25
5493,687235,19,65,29,16,20,220,43,14,19,12,7,3,7,6,8,1,13,7,3,7,18,66,30,16,21
5494,687236,15,67,27,15,17,217,45,15,18,10,9,3,9,6,8,2,13,8,3,6,16,67,31,14,19
5495,687236,14,67,25,13,16,224,53,20,18,9,10,4,9,5,8,2,12,8,3,6,15,65,30,13,18
5496,687237,13,61,23,12,15,211,63,30,19,8,11,4,9,5,8,2,11,7,2,6,14,57,28,12,16
5497,687238,11,51,22,11,13,187,70,42,19,8,11,4,8,5,8,2,8,6,2,5,13,46,25,11,15
5498,687721,9,38,22,10,12,158,75,52,19,8,10,3,6,5,8,2,6,6,2,5,12,35,22,10,13
5499,687723,8,27,22,9,11,128,75,57,17,7,9,3,4,5,7,1,4,5,2,4,10,25,20,9,12
5500,687724,8,19,23,7,10,120,74,56,16,7,8,2,3,5,6,1,3,5,2,4,10,18,19,8,11
5501,687725,11,16,24,7,9,144,74,50,16,7,7,2,3,5,6,1,2,5,2,4,11,16,19,7,10
5502,688316,17,16,24,6,9,208,75,41,16,8,7,3,4,5,7,1,2,4,2,3,14,15,19,7,10
5503,688318,25,18,24,6,9,296,80,34,18,8,8,4,6,5,7,1,2,4,2,3,19,15,19,7,10
5504,688319,31,19,22,7,9,379,86,29,19,10,8,6,8,4,8,1,2,3,2,3,23,14,17,8,9
5505,688319,35,20,20,7,8,431,93,29,20,11,8,10,10,4,9,1,2,2,3,3,27,14,15,9,9
5506,688319,34,19,18,8,8,437,99,32,20,11,9,13,11,3,9,1,2,2,3,3,27,13,13,10,8
5507,688998,30,16,15,8,7,398,103,39,19,12,9,17,11,3,9,2,2,2,3,3,25,11,11,10,7
5508,688999,24,13,12,8,6,331,105,50,18,12,10,19,10,3,8,3,2,2,3,2,22,10,10,10,6
5509,688999,20,10,10,8,6,264,107,64,17,12,10,19,7,3,8,4,2,2,3,2,21,8,10,10,5
5510,689000,19,7,8,7,5,208,107,79,17,12,10,18,5,4,7,4,3,2,3,2,24,8,11,8,5
5511,689002,22,6,8,6,4,169,104,90,18,12,10,14,4,5,8,5,3,3,2,1,30,7,11,7,4
5512,689628,26,6,7,5,4,150,96,94,18,12,9,10,3,5,8,5,3,3,2,1,36,6,11,6,4
5513,689628,30,7,6,5,3,147,86,89,17,12,9,6,3,6,9,6,3,3,2,1,41,6,9,5,3
5514,689630,30,7,5,4,3,169,77,77,15,11,9,4,3,5,10,6,3,3,2,1,40,5,7,4,3
5515,689631,29,7,4,3,2,209,70,63,13,11,10,3,4,5,10,7,3,2,2,1,35,4,4,3,2
5516,689632,34,7,3,3,2,273,67,50,11,11,12,3,4,5,10,8,3,2,1,1,35,4,2,2,2
5517,690221,58,7,3,2,2,337,68,43,10,11,15,5,5,5,10,10,3,2,1,1,48,5,1,1,1
5518,690222,101,8,3,2,1,394,74,40,9,10,17,7,6,5,9,11,4,2,1,1,74,6,1,1,1
5519,690223,156,10,3,1,1,427,82,41,8,11,17,8,9,7,9,12,4,2,1,1,108,8,1,1,1
5520,690228,204,11,3,1,1,433,89,41,8,11,17,9,11,9,9,12,5,2,1,1,137,8,1,1,1
5521,690228,230,11,3,1,1,408,94,40,8,12,15,9,13,12,9,13,5,2,1,1,150,8,1,1,1
5522,690742,225,10,3,1,1,369,95,37,9,13,14,9,14,14,9,14,5,2,2,1,141,7,1,1,1
5523,690743,195,9,3,1,1,338,90,32,10,15,20,9,13,17,9,15,5,2,2,1,116,5,1,1,1
5524,690744,156,8,3,1,1,327,81,26,10,16,36,12,12,18,10,18,5,2,3,2,87,5,1,1,1
5525,690745,138,13,4,1,2,334,75,23,11,18,64,18,12,19,10,24,6,2,3,2,71,6,1,1,2
5526,691351,352,46,16,3,3,409,82,25,13,18,105,27,12,19,10,31,6,2,3,3,82,9,3,1,3
5527,691351,1087,146,49,9,8,628,115,32,17,19,151,40,14,19,12,40,6,2,3,3,114,13,5,2,6
5528,691352,2508,335,113,21,16,1057,181,44,22,19,203,54,18,19,13,49,5,3,4,3,164,16,9,4,11
5529,691352,4354,590,198,36,26,1666,273,58,29,18,255,67,23,18,14,62,5,4,4,4,219,20,15,7,19
5530,691354,6230,849,284,53,37,2342,366,70,36,17,302,78,28,18,16,82,6,8,5,4,260,21,23,10,29
5531,691852,7494,1028,344,65,44,2848,431,73,39,15,346,89,34,19,17,109,8,14,7,6,282,22,35,16,40
5532,691854,7748,1067,358,70,47,3022,443,69,37,13,372,101,44,21,18,136,11,25,10,8,268,23,49,21,50
5533,691854,6922,953,323,66,46,2761,397,58,32,11,387,117,58,23,19,160,14,37,13,11,234,24,65,26,57
5534,691856,5281,727,253,55,42,2163,308,46,24,8,379,135,77,26,19,165,18,50,16,14,180,25,79,30,60
5535,692456,3427,467,172,42,38,1412,204,37,16,7,354,151,98,27,20,155,20,58,19,16,129,26,86,32,60
5536,692458,1825,247,103,30,35,731,115,33,11,6,312,159,116,30,20,127,21,59,20,17,82,26,85,31,57
5537,692458,807,107,59,23,33,278,57,33,10,5,264,153,125,34,22,96,20,55,20,17,52,24,75,29,50
5538,692459,323,44,37,18,31,68,32,34,12,6,223,134,123,41,24,67,18,45,19,16,32,21,59,24,43
5539,692460,159,26,28,16,27,25,30,33,17,7,205,109,112,54,28,51,15,35,18,14,22,18,41,19,34
5540,692965,94,20,21,13,22,45,37,30,27,9,215,90,99,71,33,46,13,27,18,12,18,15,26,15,25
5541,692965,39,16,16,10,16,68,46,27,39,12,246,84,90,92,40,50,12,23,21,10,15,12,16,11,17
5542,692966,23,14,14,8,10,103,55,25,54,19,284,92,90,110,46,54,12,21,25,9,14,10,11,8,11
5543,692966,18,13,12,6,6,130,59,26,68,31,313,110,100,121,51,52,14,20,29,8,13,9,9,5,7
5544,693568,13,12,11,4,4,145,58,31,78,48,325,130,115,121,54,48,16,20,32,8,12,7,7,4,4
5545,693568,15,10,10,3,3,146,52,37,79,66,314,145,130,110,55,43,19,18,31,8,14,5,6,3,3
5546,693569,22,8,8,3,2,130,42,44,73,81,279,153,142,91,53,37,22,15,28,7,20,4,5,2,2
5547,693570,40,6,6,2,2,111,32,50,62,90,233,150,150,70,50,32,23,13,22,6,35,3,4,1,2
5548,693571,66,5,5,2,1,88,23,54,50,92,179,136,151,52,45,27,23,11,16,5,52,2,4,1,2
5549,694312,92,4,4,1,1,73,20,57,42,86,132,114,142,39,41,23,20,8,10,4,71,3,4,1,1
5550,694313,110,4,4,1,1,63,21,58,41,77,93,89,126,32,36,18,16,7,7,3,81,3,3,1,1
5551,694314,111,4,4,1,1,67,28,60,47,67,65,65,104,29,31,14,11,5,4,2,82,4,3,1,1
5552,694316,99,4,4,1,1,86,40,62,58,59,43,44,80,29,28,11,7,4,3,2,71,5,3,1,1
5553,694317,79,4,3,1,1,120,55,65,71,53,27,29,59,30,25,8,5,4,3,1,54,6,2,1,1
5554,694318,57,4,3,1,2,170,71,66,80,47,18,21,44,30,22,7,4,4,2,1,37,7,2,1,1
5555,694837,42,4,2,1,2,227,85,65,84,40,14,18,34,28,20,7,5,5,2,1,23,8,2,1,1
5556,694837,32,4,2,1,1,276,96,61,80,32,12,19,28,25,18,8,5,5,1,1,15,9,2,1,1
5557,694839,27,4,2,1,1,300,102,55,73,25,11,20,24,20,17,8,6,4,1,1,11,8,2,1,1
