n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
430,54193,neutre,162,65,43,37,19,39,40,20,5,5,12,14,9,17,11,69,42,34,26,26,108,72,28,17,22
431,54195,neutre,137,54,40,36,19,34,33,18,4,4,9,12,9,17,11,57,38,33,26,27,108,53,27,15,21
432,54196,neutre,116,46,35,33,19,30,26,16,4,4,8,11,8,16,11,44,33,32,28,27,103,38,24,14,21
433,54685,neutre,102,39,31,30,18,27,21,13,3,4,8,10,8,15,11,34,28,32,30,26,96,28,20,15,20
434,54686,neutre,102,39,31,30,18,27,21,13,3,4,8,10,8,15,11,34,28,32,30,26,96,28,20,15,20
435,54690,neutre,148,66,67,47,22,69,43,43,26,11,9,9,8,13,11,34,17,39,33,23,117,59,47,47,30
436,54690,neutre,345,226,226,147,53,230,177,172,121,43,10,9,10,13,12,46,16,47,36,22,285,222,193,169,73
437,54695,neutre,345,226,226,147,53,230,177,172,121,43,10,9,10,13,12,46,16,47,36,22,285,222,193,169,73
438,55178,neutre,1469,1210,1136,747,246,1150,1000,922,677,233,16,11,15,19,17,84,30,66,51,26,1341,1181,1079,867,329
439,55181,neutre,2295,1914,1776,1180,386,1812,1595,1454,1077,368,20,13,17,23,19,106,44,74,62,30,2120,1873,1720,1362,513
440,55182,neutre,2295,1914,1776,1180,386,1812,1595,1454,1077,368,20,13,17,23,19,106,44,74,62,30,2120,1873,1720,1362,513
441,55678,neutre,3596,2818,2575,1738,570,2741,2368,2124,1594,543,30,17,19,30,23,151,77,78,77,36,3268,2780,2556,1990,749
442,55678,neutre,3721,2707,2460,1672,551,2726,2280,2029,1532,521,35,16,18,30,22,173,88,71,76,36,3305,2684,2463,1907,720
443,55684,neutre,3428,2230,2014,1378,458,2369,1880,1657,1259,428,39,14,15,27,21,189,92,60,70,34,2951,2222,2028,1564,594
444,55684,neutre,2826,1553,1395,961,323,1793,1309,1139,871,295,40,11,11,23,19,193,89,47,61,32,2342,1553,1406,1082,416
445,55686,neutre,2826,1553,1395,961,323,1793,1309,1139,871,295,40,11,11,23,19,193,89,47,61,32,2342,1553,1406,1082,416
446,56148,neutre,1415,400,362,251,93,684,340,276,209,72,33,7,5,15,14,163,68,22,42,27,1087,404,348,268,113
447,56151,neutre,885,135,135,91,41,365,121,88,60,22,26,7,4,12,13,131,58,16,35,25,674,147,113,86,45
448,56151,neutre,522,44,59,37,24,202,47,31,10,5,20,8,4,11,12,95,51,14,30,24,412,63,39,26,22
449,56660,neutre,287,31,46,28,22,123,37,28,4,3,15,9,6,10,12,64,45,15,27,22,243,54,32,18,17
450,56660,neutre,287,31,46,28,22,123,37,28,4,3,15,9,6,10,12,64,45,15,27,22,243,54,32,18,17
451,56669,neutre,93,36,44,27,23,62,39,36,4,4,11,11,10,10,12,38,35,25,28,20,85,51,37,17,15
452,56669,neutre,93,36,44,27,23,62,39,36,4,4,11,11,10,10,12,38,35,25,28,20,85,51,37,17,15
453,56671,neutre,85,37,48,27,23,56,40,39,4,5,11,11,13,11,12,40,31,35,32,19,74,48,41,18,15
454,57167,neutre,98,35,63,27,21,50,39,40,6,6,12,9,14,11,12,51,26,54,39,19,77,40,49,22,16
455,57170,neutre,98,35,63,27,21,50,39,40,6,6,12,9,14,11,12,51,26,54,39,19,77,40,49,22,16
456,57170,neutre,105,34,66,26,19,53,35,36,6,6,14,8,13,10,12,57,26,59,40,18,84,37,48,24,17
457,57173,neutre,114,34,63,23,19,63,31,29,5,5,16,7,11,9,11,63,26,58,38,18,97,35,43,26,18
458,57676,neutre,131,33,45,20,18,91,23,14,4,3,22,8,9,8,9,68,27,41,30,16,120,35,28,30,18
459,57678,neutre,133,33,38,19,19,102,24,8,4,3,25,10,8,8,10,65,28,32,26,15,121,36,23,31,19
460,57678,neutre,133,33,38,19,19,102,24,8,4,3,25,10,8,8,10,65,28,32,26,15,121,36,23,31,19
461,57685,neutre,128,33,36,19,19,111,27,5,4,2,28,13,7,8,10,60,30,26,23,15,114,39,21,33,20
462,58178,neutre,124,38,39,20,20,120,34,5,4,2,32,16,6,8,12,54,33,25,21,15,106,43,24,33,20
463,58181,neutre,171,63,52,20,19,153,49,13,4,2,43,20,5,9,14,55,38,31,21,18,128,53,44,32,22
464,58181,neutre,226,80,56,21,19,175,56,21,5,2,49,19,5,10,15,62,37,33,22,20,162,56,58,29,22
465,58695,neutre,282,93,55,22,18,188,62,30,6,2,51,18,6,11,14,69,34,33,25,22,197,58,70,26,23
466,58695,neutre,315,98,51,24,18,188,67,37,6,2,50,18,7,12,14,73,29,30,27,24,214,57,76,22,24
467,58702,neutre,310,92,45,25,18,169,71,41,7,2,46,18,8,12,13,69,25,26,27,25,204,55,73,20,26
468,58702,neutre,264,78,36,25,19,138,71,42,7,2,38,19,8,12,13,59,22,21,26,25,167,51,63,20,27
469,58705,neutre,200,60,28,24,21,104,67,38,6,2,30,18,8,11,12,50,21,16,24,25,119,45,49,23,29
470,59242,neutre,200,60,28,24,21,104,67,38,6,2,30,18,8,11,12,50,21,16,24,25,119,45,49,23,29
471,59245,neutre,195,112,37,25,27,122,117,52,32,12,43,33,25,25,19,117,124,49,36,31,150,148,68,47,37
472,59245,neutre,467,330,123,40,41,301,396,181,146,50,147,116,115,86,43,360,456,238,112,64,400,556,250,125,68
473,59248,neutre,1032,771,336,88,72,683,1052,496,415,136,409,313,329,226,97,910,1149,716,307,147,872,1456,678,318,144
474,59769,neutre,1825,1413,698,180,126,1262,2094,1005,846,271,841,625,674,446,181,1807,2189,1534,643,290,1506,2840,1359,646,270
475,59771,neutre,2665,2125,1158,314,198,1918,3325,1613,1360,430,1370,993,1087,705,278,2918,3373,2574,1077,474,2154,4437,2168,1067,424
476,59771,neutre,3294,2706,1597,461,270,2467,4391,2144,1813,569,1847,1308,1452,928,361,3955,4368,3566,1501,653,2620,5789,2880,1474,565
477,59774,neutre,2596,2298,1656,586,301,2126,3922,1944,1667,516,1739,1147,1331,826,317,3997,3840,3691,1611,695,1980,5071,2668,1561,552
478,60317,neutre,1766,1602,1235,475,237,1487,2727,1360,1175,364,1234,788,934,576,221,2964,2700,2736,1219,528,1335,3520,1903,1177,408
479,60325,neutre,1007,929,771,329,160,864,1546,778,679,211,717,439,535,329,128,1840,1576,1689,775,339,755,2002,1124,745,254
480,60326,neutre,471,432,388,191,93,405,672,344,304,97,323,185,234,146,59,917,732,830,399,179,351,880,525,383,131
481,60328,neutre,194,155,149,92,46,164,199,109,96,34,103,52,70,47,23,345,255,300,158,77,139,269,180,152,57
482,60328,neutre,102,47,45,40,22,98,37,30,21,11,26,8,12,13,10,94,65,71,46,29,61,50,44,46,24
